"team","as_of_date","feature_source_date","squad_size","num_players_with_value","squad_value","log_squad_value","top11_value","log_top11_value","top15_value","log_top15_value","median_player_value","squad_value_concentration","avg_age","total_caps","total_goals","missing_value_share"
"Cambodia","2017-07-01","2017-06-30",24,0,0,0,0,0,0,0,NA,NA,16.4004106776181,NA,NA,1
"Cameroon","2017-07-01","2017-06-30",246,141,176625000,18.9895394046307,93500000,18.3534720049541,1.05e+08,18.4694709176456,450000,0.529370134465676,22.1313611904086,NA,NA,0.426829268292683
"Canada","2017-07-01","2017-06-30",133,30,18150000,16.7141811737715,15450000,16.5531196260329,16500000,16.6188709994769,250000,0.851239669421488,18.3469762702444,NA,NA,0.774436090225564
"Cape Verde","2017-07-01","2017-06-30",114,67,43125000,17.5796134565042,25050000,17.0363844254153,28750000,17.1741483599902,3e+05,0.580869565217391,22.7832414712346,NA,NA,0.412280701754386
"Central African Republic","2017-07-01","2017-06-30",24,13,24075000,16.9966845571853,23900000,16.9893890587427,24075000,16.9966845571853,3e+05,0.992731048805815,22.8037873602555,NA,NA,0.458333333333333
"Chad","2017-07-01","2017-06-30",5,3,3450000,15.0538850788626,3450000,15.0538850788626,3450000,15.0538850788626,650000,1,23.2832306639288,NA,NA,0.4
"Chile","2017-07-01","2017-06-30",144,62,203825000,19.1327723454194,154500000,18.8557046607746,165250000,18.9229700427475,950000,0.75800318901018,22.1974294623165,NA,NA,0.569444444444444
"China","2017-07-01","2017-06-30",58,16,6350000,15.6639655283492,6075000,15.6196927117999,6325000,15.6600207506806,275000,0.956692913385827,19.9971205362411,NA,NA,0.724137931034483
"Chinese Taipei","2017-07-01","2017-06-30",38,2,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,2e+05,1,18.2817104362549,NA,NA,0.947368421052632
"Colombia","2017-07-01","2017-06-30",956,120,328310000,19.609468844999,187500000,19.0492894087081,2.11e+08,19.1673686961797,9e+05,0.571106576101855,18.2189707857574,NA,NA,0.874476987447699
"Comoros","2017-07-01","2017-06-30",66,13,7225000,15.7930579303711,7025000,15.7649859155328,7225000,15.7930579303711,5e+05,0.972318339100346,18.752950449049,NA,NA,0.803030303030303
"Congo","2017-07-01","2017-06-30",58,33,19175000,16.7691179573688,13100000,16.3881228645073,1.5e+07,16.5235608257331,350000,0.683181225554107,22.089452193821,NA,NA,0.431034482758621
"Costa Rica","2017-07-01","2017-06-30",83,29,52900000,17.7839139157321,46050000,17.6452383423811,48850000,17.7042649569239,6e+05,0.870510396975425,20.3196358328592,NA,NA,0.650602409638554
"Cote d'Ivoire","2017-07-01","2017-06-30",327,157,309025000,19.5489327409741,1.61e+08,18.8969149291599,190500000,19.0651627577804,550000,0.520993447132109,20.2372134204924,NA,NA,0.519877675840979
"Croatia","2017-07-01","2017-06-30",584,231,495300000,20.0206741995774,2.63e+08,19.3876645939443,3.03e+08,19.529243366774,450000,0.530991318392893,19.6039258154951,NA,NA,0.604452054794521
"Cuba","2017-07-01","2017-06-30",5,1,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,13.8155115579638,1e+06,1,18.225325119781,NA,NA,0.8
"Curacao","2017-07-01","2017-06-30",77,46,42750000,17.5708797767389,35550000,17.3864507423429,37900000,17.4504616964379,2e+05,0.831578947368421,20.7170680107025,NA,NA,0.402597402597403
"Cyprus","2017-07-01","2017-06-30",61,23,14725000,16.5050573554136,11800000,16.2836101741817,13300000,16.40327466838,450000,0.801358234295416,20.508926066808,NA,NA,0.622950819672131
"Czech Republic","2017-07-01","2017-06-30",574,127,147050000,18.8062832297647,70250000,18.067570880413,80500000,18.2037677548112,450000,0.477728663719823,19.4662431106564,NA,NA,0.778745644599303
"Denmark","2017-07-01","2017-06-30",1200,602,389200000,19.7796039108455,153500000,18.8492111315062,1.78e+08,18.9972941138743,2e+05,0.394398766700925,20.8163526866309,NA,NA,0.498333333333333
"Dominican Republic","2017-07-01","2017-06-30",48,7,6850000,15.7397593562238,6850000,15.7397593562238,6850000,15.7397593562238,3e+05,1,17.208019621264,NA,NA,0.854166666666667
"DR Congo","2017-07-01","2017-06-30",152,95,157725000,18.8763635745613,92500000,18.3427192132935,1.04e+08,18.459901466721,6e+05,0.586463781898875,22.7497388234446,NA,NA,0.375
"Ecuador","2017-07-01","2017-06-30",106,27,49625000,17.7200053171228,43750000,17.594002193625,47200000,17.6699044717422,750000,0.881612090680101,18.764144486201,NA,NA,0.745283018867924
"Egypt","2017-07-01","2017-06-30",100,44,7.6e+07,18.1462439114085,65250000,17.9937366194927,68350000,18.0401521357648,375000,0.858552631578947,22.254893908282,NA,NA,0.56
"El Salvador","2017-07-01","2017-06-30",53,6,1550000,14.2537661340565,1550000,14.2537661340565,1550000,14.2537661340565,175000,1,19.1759585706353,NA,NA,0.886792452830189
"England","2017-07-01","2017-06-30",1682,785,1692175000,21.2492805212691,3.68e+08,19.7235934988506,4.49e+08,19.9225334479337,4e+05,0.217471597204781,21.082471650955,NA,NA,0.533293697978597
"Equatorial Guinea","2017-07-01","2017-06-30",23,12,17850000,16.6975141222123,17800000,16.6947090714421,17850000,16.6975141222123,375000,0.997198879551821,22.4983483617534,NA,NA,0.478260869565217
"Eritrea","2017-07-01","2017-06-30",4,3,2175000,14.5925396822749,2175000,14.5925396822749,2175000,14.5925396822749,675000,1,25.5516769336071,NA,NA,0.25
"Estonia","2017-07-01","2017-06-30",52,16,7875000,15.8792038696601,7250000,15.7965121647619,7825000,15.872834422186,2e+05,0.920634920634921,20.5232454062023,NA,NA,0.692307692307692
"Ethiopia","2017-07-01","2017-06-30",43,2,6e+05,13.3046866008636,6e+05,13.3046866008636,6e+05,13.3046866008636,3e+05,1,19.0172389093167,NA,NA,0.953488372093023
"Faroe Islands","2017-07-01","2017-06-30",45,13,2375000,14.6805084165034,2300000,14.6484201156819,2375000,14.6805084165034,150000,0.968421052631579,19.8502091413796,NA,NA,0.711111111111111
"Fiji","2017-07-01","2017-06-30",3,0,0,0,0,0,0,0,NA,NA,22.3463381245722,NA,NA,1
"Finland","2017-07-01","2017-06-30",122,60,46550000,17.6560375831696,34800000,17.3651279734803,3.7e+07,17.4264284976355,275000,0.747583243823845,20.9399355931823,NA,NA,0.508196721311475
"France","2017-07-01","2017-06-30",1888,940,2008900000,21.4208531460302,4.98e+08,20.026110636997,6.02e+08,20.2157680049342,5e+05,0.24789685897755,21.7081678852424,NA,NA,0.502118644067797
"French Guiana","2017-07-01","2017-06-30",8,7,4750000,15.3736553865371,4750000,15.3736553865371,4750000,15.3736553865371,4e+05,1,28.5602327173169,NA,NA,0.125
"Gabon","2017-07-01","2017-06-30",36,23,101375000,18.4343370802642,96250000,18.3824595415218,98950000,18.410125240119,8e+05,0.94944512946979,22.5907673587345,NA,NA,0.361111111111111
"Georgia","2017-07-01","2017-06-30",137,80,41700000,17.5460117107498,20100000,16.8162304227805,23150000,16.9575053816931,3e+05,0.482014388489209,21.4725240686061,NA,NA,0.416058394160584
"Germany","2017-07-01","2017-06-30",1452,867,1783925000,21.3020818304223,4.53e+08,19.9314026856548,5.56e+08,20.1362788540134,3e+05,0.253934442311196,21.5220973049821,NA,NA,0.402892561983471
"Ghana","2017-07-01","2017-06-30",380,170,203550000,19.1314222378261,1.06e+08,18.4789496615103,124500000,18.6398162819012,4e+05,0.520756570867109,19.4735524697545,NA,NA,0.552631578947368
"Gibraltar","2017-07-01","2017-06-30",30,0,0,0,0,0,0,0,NA,NA,15.7564225416381,NA,NA,1
"Greece","2017-07-01","2017-06-30",1298,804,338225000,19.6392219154103,113900000,18.550831437197,123400000,18.6309416775393,2e+05,0.336758075245768,22.062673985193,NA,NA,0.380585516178737
"Grenada","2017-07-01","2017-06-30",9,4,575000,13.2621270589084,575000,13.2621270589084,575000,13.2621270589084,125000,1,23.1597840139935,NA,NA,0.555555555555556
"Guadeloupe","2017-07-01","2017-06-30",41,29,27200000,17.1187275680309,22400000,16.9245715614681,24300000,17.005986949463,4e+05,0.823529411764706,25.121784277391,NA,NA,0.292682926829268
"Guatemala","2017-07-01","2017-06-30",27,3,1250000,14.0386549092782,1250000,14.0386549092782,1250000,14.0386549092782,4e+05,1,18.8488858468325,NA,NA,0.888888888888889
"Guinea","2017-07-01","2017-06-30",128,61,96625000,18.3863480752212,7.1e+07,18.0781904490901,78050000,18.172860217738,5e+05,0.734799482535576,20.3357289527721,NA,NA,0.5234375
"Guinea-Bissau","2017-07-01","2017-06-30",85,51,30650000,17.2381432529729,1.8e+07,16.705882371416,20600000,16.8408016823035,4e+05,0.587275693311582,20.6747030639771,NA,NA,0.4
"Guyana","2017-07-01","2017-06-30",10,3,1050000,13.8643016745142,1050000,13.8643016745142,1050000,13.8643016745142,3e+05,1,19.2547570157426,NA,NA,0.7
"Haiti","2017-07-01","2017-06-30",40,19,10575000,16.1740033774593,9600000,16.0772737606047,10250000,16.1427883611097,3e+05,0.907801418439716,21.0102669404517,NA,NA,0.525
"Honduras","2017-07-01","2017-06-30",66,17,14850000,16.513510490553,13400000,16.410765339548,14600000,16.4965321551717,6e+05,0.902356902356902,21.5111277041462,NA,NA,0.742424242424242
"Hongkong","2017-07-01","2017-06-30",36,0,0,0,0,0,0,0,NA,NA,20.8990797779299,NA,NA,1
"Hungary","2017-07-01","2017-06-30",135,62,51600000,17.7590322498316,28850000,17.1776205855804,32850000,17.3074623333363,5e+05,0.559108527131783,21.9320303191624,NA,NA,0.540740740740741
"Iceland","2017-07-01","2017-06-30",126,66,68400000,18.0408833972127,50750000,17.7424221955906,54950000,17.8219342570123,325000,0.741959064327485,21.5584672381387,NA,NA,0.476190476190476
"India","2017-07-01","2017-06-30",21,1,175000,12.072546967175,175000,12.072546967175,175000,12.072546967175,175000,1,18.8729180926306,NA,NA,0.952380952380952
"Indonesia","2017-07-01","2017-06-30",38,10,8700000,15.9788336985673,8700000,15.9788336985673,8700000,15.9788336985673,775000,1,17.9677221801938,NA,NA,0.736842105263158
"Iran","2017-07-01","2017-06-30",56,36,39675000,17.4962318495815,29800000,17.2100189850327,33450000,17.3255623744339,575000,0.751102709514808,22.1474528209641,NA,NA,0.357142857142857
"Iraq","2017-07-01","2017-06-30",66,9,4775000,15.378904741321,4775000,15.378904741321,4775000,15.378904741321,250000,1,18.5270362765229,NA,NA,0.863636363636364
"Ireland","2017-07-01","2017-06-30",276,145,149600000,18.8234756301891,7.9e+07,18.1849584230895,8.9e+07,18.3041469389324,350000,0.52807486631016,22.6006011368033,NA,NA,0.47463768115942
"Israel","2017-07-01","2017-06-30",144,66,58700000,17.8879503018341,32700000,17.3028856664485,37200000,17.4318193461251,475000,0.557069846678024,21.72956118336,NA,NA,0.541666666666667
"Italy","2017-07-01","2017-06-30",1993,1360,1538525000,21.1540900028381,3.31e+08,19.6176289363625,4.08e+08,19.8267777348194,2e+05,0.215141125428576,21.6687427213591,NA,NA,0.317611640742599
"Jamaica","2017-07-01","2017-06-30",111,36,85325000,18.2619780644769,70500000,18.0711232819669,75900000,18.1449272555411,750000,0.826252563726926,19.7457991872776,NA,NA,0.675675675675676
"Japan","2017-07-01","2017-06-30",923,90,109925000,18.5153088821283,5.8e+07,17.8759535857521,68500000,18.042344317831,5e+05,0.527632476688651,18.0235033503039,NA,NA,0.90249187432286
"Jordan","2017-07-01","2017-06-30",45,1,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,1,18.9733667959541,NA,NA,0.977777777777778
"Kazakhstan","2017-07-01","2017-06-30",36,16,9550000,16.0720518171689,8600000,15.9672728775028,9450000,16.06152540529,4e+05,0.900523560209424,21.4168377823409,NA,NA,0.555555555555556
"Kenya","2017-07-01","2017-06-30",23,10,28300000,17.1583723979492,28300000,17.1583723979492,28300000,17.1583723979492,4e+05,1,20.2942594411213,NA,NA,0.565217391304348
"Korea, North","2017-07-01","2017-06-30",2,1,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,1,22.5982203969884,NA,NA,0.5
"Korea, South","2017-07-01","2017-06-30",610,29,66625000,18.0145904554597,57550000,17.8681647105084,61950000,17.9418381821815,1e+06,0.863789868667917,17.265524399412,NA,NA,0.952459016393443
"Kosovo","2017-07-01","2017-06-30",129,41,34500000,17.3564699109871,2.6e+07,17.0736071344473,28650000,17.170664036029,4e+05,0.753623188405797,18.5344645538524,NA,NA,0.682170542635659
"Kyrgyzstan","2017-07-01","2017-06-30",40,1,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,1,17.6147843942505,NA,NA,0.975
"Laos","2017-07-01","2017-06-30",29,1,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,14.5086582385241,2e+06,1,14.5168401425571,NA,NA,0.96551724137931
"Latvia","2017-07-01","2017-06-30",50,16,6250000,15.6480921817126,5450000,15.5111263501256,6200000,15.6400600113056,350000,0.872,20.398302532512,NA,NA,0.68
"Lebanon","2017-07-01","2017-06-30",29,4,1325000,14.0969237721192,1325000,14.0969237721192,1325000,14.0969237721192,237500,1,19.6229318605584,NA,NA,0.862068965517241
"Liberia","2017-07-01","2017-06-30",22,10,2875000,14.8715635800396,2875000,14.8715635800396,2875000,14.8715635800396,275000,1,19.1968141372659,NA,NA,0.545454545454545
"Libya","2017-07-01","2017-06-30",35,4,3500000,15.0682738121739,3500000,15.0682738121739,3500000,15.0682738121739,225000,1,20.0886281411949,NA,NA,0.885714285714286
"Liechtenstein","2017-07-01","2017-06-30",4,3,2275000,14.6374910499275,2275000,14.6374910499275,2275000,14.6374910499275,750000,1,22.8870636550308,NA,NA,0.25
"Lithuania","2017-07-01","2017-06-30",72,29,9500000,16.0668024618339,7450000,15.8237247245839,8150000,15.9135286079164,150000,0.78421052631579,21.1456004258879,NA,NA,0.597222222222222
"Luxembourg","2017-07-01","2017-06-30",43,17,5550000,15.5293086659028,5150000,15.4545074668147,5475000,15.5157030163152,125000,0.927927927927928,18.5053244830715,NA,NA,0.604651162790698
"Macao","2017-07-01","2017-06-30",1,1,25000,10.1266711030504,25000,10.1266711030504,25000,10.1266711030504,25000,1,22.54893908282,NA,NA,0
"Madagascar","2017-07-01","2017-06-30",23,14,1.2e+07,16.3004172910856,11650000,16.2708168238129,1.2e+07,16.3004172910856,5e+05,0.970833333333333,22.4116894324911,NA,NA,0.391304347826087
"Malawi","2017-07-01","2017-06-30",3,1,150000,11.9183972397228,150000,11.9183972397228,150000,11.9183972397228,150000,1,20.000912616929,NA,NA,0.666666666666667
"Malaysia","2017-07-01","2017-06-30",29,4,2975000,14.9057549330963,2975000,14.9057549330963,2975000,14.9057549330963,450000,1,19.9133328612901,NA,NA,0.862068965517241
"Mali","2017-07-01","2017-06-30",180,87,74535000,18.1267793851032,34500000,17.3564699109871,40750000,17.522966422191,5e+05,0.462869792714832,21.0436991406191,NA,NA,0.516666666666667
"Malta","2017-07-01","2017-06-30",42,4,1525000,14.2375056237611,1525000,14.2375056237611,1525000,14.2375056237611,262500,1,19.0664580685115,NA,NA,0.904761904761905
"Martinique","2017-07-01","2017-06-30",37,28,19650000,16.7935879471701,13800000,16.4401792225912,15800000,16.5755205612883,5e+05,0.702290076335878,26.0243816711989,NA,NA,0.243243243243243
"Mauritania","2017-07-01","2017-06-30",29,13,7350000,15.8102110072434,7100000,15.7756054828566,7350000,15.8102110072434,4e+05,0.965986394557823,18.9180768958437,NA,NA,0.551724137931034
"Mauritius","2017-07-01","2017-06-30",2,1,1500000,14.2209763327389,1500000,14.2209763327389,1500000,14.2209763327389,1500000,1,21.3004791238877,NA,NA,0.5
"Mexico","2017-07-01","2017-06-30",536,41,174950000,18.9800107824939,1.15e+08,18.5604426950232,1.36e+08,18.7281654510533,2500000,0.657330665904544,16.7786120731047,NA,NA,0.923507462686567
"Moldova","2017-07-01","2017-06-30",63,24,13300000,16.40327466838,11500000,16.25785768029,12325000,16.3271403590289,212500,0.864661654135338,20.3288028421499,NA,NA,0.619047619047619
"Monaco","2017-07-01","2017-06-30",1,1,50000,10.8197982842103,50000,10.8197982842103,50000,10.8197982842103,50000,1,23.378507871321,NA,NA,0
"Mongolia","2017-07-01","2017-06-30",1,0,0,0,0,0,0,0,NA,NA,12.4462696783025,NA,NA,1
"Montenegro","2017-07-01","2017-06-30",118,61,77325000,18.1635278894678,60050000,17.9106881231431,63300000,17.9633959029122,4e+05,0.776592305205302,21.798118307637,NA,NA,0.483050847457627
"Montserrat","2017-07-01","2017-06-30",6,4,1600000,14.2855148122098,1600000,14.2855148122098,1600000,14.2855148122098,3e+05,1,23.7773214693133,NA,NA,0.333333333333333
"Morocco","2017-07-01","2017-06-30",366,153,200150000,19.1145776483991,9.2e+07,18.3372991458829,1.06e+08,18.4789496615103,4e+05,0.459655258556083,20.0484883847054,NA,NA,0.581967213114754
"Mozambique","2017-07-01","2017-06-30",18,14,9750000,16.0927779455381,9575000,16.0746661974696,9750000,16.0927779455381,325000,0.982051282051282,24.3801049509468,NA,NA,0.222222222222222
"Myanmar","2017-07-01","2017-06-30",33,0,0,0,0,0,0,0,NA,NA,17.8012569224068,NA,NA,1
"Netherlands","2017-07-01","2017-06-30",1555,828,853725000,20.565119687015,2.29e+08,19.2492325658853,2.7e+08,19.4139325206664,2e+05,0.268236258748426,20.8075232756958,NA,NA,0.467524115755627
"Neukaledonien","2017-07-01","2017-06-30",2,2,2300000,14.6484201156819,2300000,14.6484201156819,2300000,14.6484201156819,1150000,1,29.2689938398357,NA,NA,0
"New Caledonia","2017-07-01","2017-06-30",2,1,1250000,14.0386549092782,1250000,14.0386549092782,1250000,14.0386549092782,1250000,1,21.2922655715264,NA,NA,0.5
"New Zealand","2017-07-01","2017-06-30",105,16,21925000,16.9031381418326,21450000,16.8812352499583,21900000,16.9019972404488,275000,0.978335233751425,16.7617743880578,NA,NA,0.847619047619048
"Nicaragua","2017-07-01","2017-06-30",6,1,250000,12.4292201968364,250000,12.4292201968364,250000,12.4292201968364,250000,1,20.5617157198266,NA,NA,0.833333333333333
"Niger","2017-07-01","2017-06-30",13,4,2050000,14.5333508389194,2050000,14.5333508389194,2050000,14.5333508389194,450000,1,20.6556099615648,NA,NA,0.692307692307692
"Nigeria","2017-07-01","2017-06-30",513,204,241250000,19.3013443023284,108500000,18.5022607401614,1.24e+08,18.6357921316338,425000,0.449740932642487,19.2931274875149,NA,NA,0.60233918128655
"North Macedonia","2017-07-01","2017-06-30",107,55,30525000,17.2340566107211,15950000,16.5849694498911,18450000,16.7305749826514,4e+05,0.522522522522523,21.8571583923443,NA,NA,0.485981308411215
"Northern Ireland","2017-07-01","2017-06-30",127,61,50425000,17.735997661636,35500000,17.3850432826147,38250000,17.4596541443806,3e+05,0.704015865146257,21.9327717505538,NA,NA,0.519685039370079
"Norway","2017-07-01","2017-06-30",565,132,114850000,18.5591374958064,4.6e+07,17.6441519761925,53550000,17.7961263735322,5e+05,0.400522420548542,18.0635350983991,NA,NA,0.766371681415929
"Oman","2017-07-01","2017-06-30",50,1,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,13.1223653774023,5e+05,1,19.6968651608487,NA,NA,0.98
"Pakistan","2017-07-01","2017-06-30",4,2,3e+05,12.6115410869661,3e+05,12.6115410869661,3e+05,12.6115410869661,150000,1,20.9815195071869,NA,NA,0.5
"Palestine","2017-07-01","2017-06-30",10,3,4e+05,12.899222326087,4e+05,12.899222326087,4e+05,12.899222326087,150000,1,20.823819301848,NA,NA,0.7
"Panama","2017-07-01","2017-06-30",61,11,3275000,15.001828732395,3275000,15.001828732395,3275000,15.001828732395,3e+05,1,18.3716071408534,NA,NA,0.819672131147541
"Papua New Guinea","2017-07-01","2017-06-30",1,1,250000,12.4292201968364,250000,12.4292201968364,250000,12.4292201968364,250000,1,21.5112936344969,NA,NA,0
"Paraguay","2017-07-01","2017-06-30",147,46,83775000,18.2436452035244,51500000,17.7570923850514,6.1e+07,17.926384438531,1e+06,0.614741868099075,20.9076068483519,NA,NA,0.687074829931973
"Peru","2017-07-01","2017-06-30",102,38,39750000,17.4981204242218,30150000,17.221695514305,32400000,17.2936690116268,412500,0.758490566037736,20.3788702339252,NA,NA,0.627450980392157
"Philippines","2017-07-01","2017-06-30",45,11,3425000,15.0466123216492,3425000,15.0466123216492,3425000,15.0466123216492,2e+05,1,18.7354779831166,NA,NA,0.755555555555556
"Poland","2017-07-01","2017-06-30",660,151,324500000,19.5977960971901,2.22e+08,19.2181879443411,2.42e+08,19.3044482882532,4e+05,0.684129429892142,17.8152116649037,NA,NA,0.771212121212121
